video_id,face_present,num_faces,face_size_ratios,dominant_emotions,width,height,resolution,aspect_ratio,brightness,contrast,saturation,hue,estimated_gamma,sharpness,white_balance_deviation,exposure,title,published_at,views,likes,comments,duration
NGsPKS3Viu4,0,0,,sad,480,360,172800,1.3333333333333333,76.49678819444445,49.82351713518506,85.65040509259259,34.260989583333334,1.9645682681978356,548.382300577498,5.235165526264829,76.49678819444445,Mumbai Vs Bangalore Property Market #shorts,2024-12-13T16:19:45Z,716093,25055,237,PT52S
rN0_nOAKNjw,0,0,,neutral,480,360,172800,1.3333333333333333,97.00313078703704,70.2084894625335,80.57572916666666,72.78133101851851,1.672930749454926,4035.259923653677,10.17472935105468,97.00313078703704,"WTF is Longevity? | Nikhil explores w/ Nithin, Seema, Bryan, Jitendra & Prashanth | Ep #21 Trailer",2025-01-30T05:30:10Z,183947,2772,125,PT2M13S
-ET1D3ythdI,0,0,,sad,480,360,172800,1.3333333333333333,81.19305555555556,60.20193736967686,69.403125,19.266302083333333,1.8311666584115005,473.1275908130788,8.022573429824055,81.19305555555556,How UPI Changed The Game For Street Vendors #shorts,2024-12-17T16:22:57Z,630156,23393,70,PT35S
_Fcqvg_xg94,1,1,[0.04380208333333333],sad,480,360,172800,1.3333333333333333,45.70502893518518,43.00790285858068,91.8465914351852,38.84726851851852,2.77177340043739,600.0328601658949,5.731134813463152,45.70502893518518,Favourite Food | Nikhil Kamath x Kumar Birla #shorts,2024-12-22T14:10:36Z,1479779,47316,226,PT29S
XHWWDPRAsKg,1,1,[0.044305555555555556],happy,480,360,172800,1.3333333333333333,95.6822800925926,61.60972439664964,48.16690393518518,26.385179398148143,1.5185216044485024,265.0522968613026,5.841924775465096,95.6822800925926,Taiwan Visit | Shri Narendra Modi x Nikhil Kamath #shorts,2025-01-10T13:20:03Z,967156,63443,845,PT25S
MWXYyJoFK2Q,1,1,[0.03083912037037037],happy,480,360,172800,1.3333333333333333,56.86992476851852,55.69008101122402,54.41509837962963,43.93227430555555,2.390845226551688,739.8423032373917,4.57522579769,56.86992476851852,NYU Professor: Why Open Source Is The Future Of AI #shorts,2024-12-02T15:31:43Z,288281,13613,55,PT58S
ZOLGcORO5Gk,1,1,[0.044305555555555556],fear,480,360,172800,1.3333333333333333,62.89361689814815,48.2473520003875,90.57903356481482,49.44010416666666,2.2301096686738022,400.9257117846244,4.021437590134634,62.89361689814815,India Stack | Shri Narendra Modi x Nikhil Kamath #shorts,2025-01-11T17:10:16Z,428112,29356,281,PT40S
-6mvlTZuVTM,1,1,[0.06259259259259259],sad,480,360,172800,1.3333333333333333,66.46673032407408,49.04729690079013,97.68374421296296,47.61179398148148,2.1803790086923565,501.0499549992231,5.775579626700786,66.46673032407408,Mr Arun Jaitley | Shri Narendra Modi x Nikhil Kamath #shorts,2025-01-13T12:47:30Z,1594691,97079,324,PT53S
D7gsD1JbGJk,1,1,[0.06380208333333333],sad,480,360,172800,1.3333333333333333,57.95296296296296,44.96532820755393,86.16751157407407,36.35124421296296,2.376151325290396,433.292389525329,6.888760582729044,57.95296296296296,Meeting PM Modi : Ranbir Kapoor & Nikhil Kamath #shorts,2025-01-09T14:38:44Z,92674,4604,42,PT26S
kBf4mjjU22A,1,1,[0.03083912037037037],happy,480,360,172800,1.3333333333333333,143.25151041666666,76.70238465914535,115.64461805555555,22.567644675925926,1.242723450278029,5432.475705872636,29.05165517196843,143.25151041666666,Ep.5 Trailer | People by WTF: Nikhil Kamath & Kumar Birla,2024-12-13T06:30:23Z,213493,5317,344,PT1M41S
6zqIFaz4vEc,1,1,[0.0904224537037037],neutral,480,360,172800,1.3333333333333333,60.06942708333333,44.962615728441634,106.17127314814816,30.380671296296292,2.379257719339754,442.8331035150893,9.234026566807971,60.06942708333333,Ranbir Kapoor Discusses Jiddu Krishnamurti’s Wisdom #shorts,2024-12-04T14:57:06Z,90097,3804,44,PT52S
JM9zXYJygSY,1,1,[0.044305555555555556],happy,480,360,172800,1.3333333333333333,71.17756944444444,48.69806776796501,95.04142361111111,105.8691087962963,2.2387913752191846,307.9318658045054,9.434934231900726,71.17756944444444,"Tanmay Bhat: ""Do People Actually Like Watching Ads?"" #shorts",2025-02-06T14:42:31Z,216821,9228,71,PT46S
RK38_mXDh3U,1,1,[0.044305555555555556],sad,480,360,172800,1.3333333333333333,39.74070023148148,38.87252506685541,72.32244212962964,43.11158564814815,2.9731760299538226,842.3467894528235,4.161816796689314,39.74070023148148,Nikhil’s Go-To Quick Recipe | Nikhil Kamath x Kumar Birla #shorts,2024-12-22T14:13:25Z,1322628,38693,269,PT27S
Poydw_Tr3-o,1,1,[0.0904224537037037],happy,480,360,172800,1.3333333333333333,50.469913194444445,39.794137248779485,89.91266782407408,40.88784722222222,2.560391926353365,358.67342572217404,5.04912154759541,50.469913194444445,Nikhil Kamath x Kumar Birla #shorts,2024-12-23T15:08:51Z,298694,11315,34,PT49S
8qE1ZAi7SDM,1,1,[0.06319444444444444],angry,480,360,172800,1.3333333333333333,83.57605902777777,63.63596046343736,97.55874421296296,23.09085648148148,1.843593277677494,626.1314075740527,10.362555843975908,83.57605902777777,How Much Do India's Top Gamers Earn? #shorts,2024-12-20T14:35:33Z,90045,2958,35,PT37S
XaXtYUtTeM8,0,0,,neutral,480,360,172800,1.3333333333333333,50.75300925925926,51.70646229049991,20.088356481481483,26.305271990740746,2.36256233384389,232.8643344904393,0.7225802702125794,50.75300925925926,People With PM Modi | Shri Narendra Modi x Nikhil Kamath #shorts,2025-01-10T09:02:18Z,195170,16835,166,PT38S
4UpexaNb3i4,1,1,[0.06380208333333333],fear,480,360,172800,1.3333333333333333,77.2594386574074,52.95524086544568,76.49513888888889,37.67855324074074,1.9287005751022024,465.6533645399305,5.402173605132815,77.2594386574074,How Much Money Do YouTubers Actually Make? 💰#shorts,2024-12-06T16:45:13Z,1752244,57077,175,PT52S
wZ_-eXtSPWs,1,1,[0.03083912037037037],neutral,480,360,172800,1.3333333333333333,82.98736111111111,69.84710180539052,72.86185185185185,31.791510416666668,1.8157378014349488,1273.2930154299554,8.651579136370435,82.98736111111111,Do we really want to live that long? Nikhil Kamath explores Longevity | Ep #21 Teaser,2025-01-29T05:30:03Z,443622,5504,256,PT1M9S
3r9TD_OnIbQ,1,1,[0.04380208333333333],angry,480,360,172800,1.3333333333333333,95.60407986111112,60.83782180572186,42.87024305555556,23.922604166666662,1.5110140470068438,336.3533504637333,5.748340374526127,95.60407986111112,Potential Successor? | Shri Narendra Modi x Nikhil Kamath #shorts,2025-01-10T08:39:29Z,548545,31923,363,PT22S
YwkfFgky4Rw,1,1,[0.06380208333333333],neutral,480,360,172800,1.3333333333333333,63.11163773148148,64.60655877268489,43.81358217592592,47.6075925925926,2.1298848178805208,759.0209862813732,2.52865415727757,63.11163773148148,Best Advice For Entrepreneurs | Nikhil Kamath x Kumar Birla #shorts,2024-12-22T14:20:53Z,395050,19666,37,PT27S
