video_id,face_present,num_faces,face_size_ratios,dominant_emotions,width,height,resolution,aspect_ratio,brightness,contrast,saturation,hue,estimated_gamma,sharpness,white_balance_deviation,exposure
ZOLGcORO5Gk,1,1,[0.044305555555555556],fear,480,360,172800,1.3333333333333333,62.893616898148146,48.2473520003875,90.57903356481482,49.440104166666664,2.2301096686738022,400.92571178462435,4.021437590134634,62.893616898148146
-6mvlTZuVTM,1,1,[0.06259259259259259],sad,480,360,172800,1.3333333333333333,66.46673032407408,49.04729690079013,97.68374421296296,47.61179398148148,2.1803790086923565,501.0499549992231,5.775579626700786,66.46673032407408
D7gsD1JbGJk,1,1,[0.06380208333333333],sad,480,360,172800,1.3333333333333333,57.952962962962964,44.96532820755393,86.16751157407407,36.35124421296296,2.3761513252903956,433.29238952532904,6.888760582729044,57.952962962962964
kBf4mjjU22A,1,1,[0.03083912037037037],happy,480,360,172800,1.3333333333333333,143.25151041666666,76.70238465914535,115.64461805555555,22.567644675925926,1.2427234502780293,5432.475705872636,29.05165517196843,143.25151041666666
6zqIFaz4vEc,1,1,[0.0904224537037037],neutral,480,360,172800,1.3333333333333333,60.06942708333333,44.962615728441634,106.17127314814815,30.380671296296295,2.379257719339754,442.8331035150893,9.234026566807971,60.06942708333333
JM9zXYJygSY,1,1,[0.044305555555555556],happy,480,360,172800,1.3333333333333333,71.17756944444444,48.69806776796501,95.04142361111111,105.8691087962963,2.2387913752191846,307.9318658045054,9.434934231900726,71.17756944444444
RK38_mXDh3U,1,1,[0.044305555555555556],sad,480,360,172800,1.3333333333333333,39.74070023148148,38.87252506685541,72.32244212962964,43.11158564814815,2.9731760299538226,842.3467894528235,4.161816796689314,39.74070023148148
Poydw_Tr3-o,1,1,[0.0904224537037037],happy,480,360,172800,1.3333333333333333,50.469913194444445,39.794137248779485,89.91266782407408,40.88784722222222,2.560391926353365,358.67342572217404,5.04912154759541,50.469913194444445
8qE1ZAi7SDM,1,1,[0.06319444444444444],angry,480,360,172800,1.3333333333333333,83.57605902777777,63.63596046343736,97.55874421296296,23.09085648148148,1.8435932776774941,626.1314075740527,10.362555843975908,83.57605902777777
XaXtYUtTeM8,0,0,,neutral,480,360,172800,1.3333333333333333,50.75300925925926,51.70646229049991,20.088356481481483,26.305271990740742,2.36256233384389,232.86433449043932,0.7225802702125794,50.75300925925926
4UpexaNb3i4,1,1,[0.06380208333333333],fear,480,360,172800,1.3333333333333333,77.2594386574074,52.955240865445674,76.49513888888889,37.67855324074074,1.9287005751022022,465.6533645399305,5.402173605132815,77.2594386574074
wZ_-eXtSPWs,1,1,[0.03083912037037037],neutral,480,360,172800,1.3333333333333333,82.98736111111111,69.84710180539052,72.86185185185185,31.791510416666668,1.8157378014349486,1273.2930154299554,8.651579136370435,82.98736111111111
3r9TD_OnIbQ,1,1,[0.04380208333333333],angry,480,360,172800,1.3333333333333333,95.60407986111112,60.83782180572186,42.870243055555555,23.922604166666666,1.5110140470068438,336.3533504637333,5.748340374526127,95.60407986111112
YwkfFgky4Rw,1,1,[0.06380208333333333],neutral,480,360,172800,1.3333333333333333,63.11163773148148,64.60655877268489,43.81358217592592,47.607592592592596,2.1298848178805208,759.0209862813732,2.52865415727757,63.11163773148148
V36yjocAPJw,0,0,,fear,480,360,172800,1.3333333333333333,66.67759259259259,47.94927184380468,84.5516550925926,35.29954861111111,2.1245471332429324,435.65036971397024,5.895098539758432,66.67759259259259
hMvXP7x28NE,1,1,[0.06259259259259259],neutral,480,360,172800,1.3333333333333333,51.21098958333334,53.18577408214681,79.46273148148148,61.600833333333334,2.4846674905300903,940.2365044655296,1.9972341928019848,51.21098958333334
EPpFTeFN8rM,0,0,,sad,480,360,172800,1.3333333333333333,28.693958333333335,31.31834009725818,109.32063078703703,35.06563657407408,3.526127275004131,420.3788714768398,3.8819094800477125,28.693958333333335
MLr5clw8TXs,1,1,[0.06259259259259259],happy,480,360,172800,1.3333333333333333,37.845625,32.07553932827092,89.83383101851852,33.097800925925924,3.035717486259161,297.8773515287088,4.5677460503725555,37.845625
tf4sd9xuztU,1,1,[0.03083912037037037],angry,480,360,172800,1.3333333333333333,53.028385416666666,41.586452486292586,50.21956597222222,47.230381944444446,2.4806495972903044,381.0802801139926,0.9293474742828831,53.028385416666666
Zwkr3RYJMnA,1,1,[0.06259259259259259],happy,480,360,172800,1.3333333333333333,60.645324074074075,43.5990976540556,89.67537615740741,21.403686342592593,2.371006546686038,648.5111858216252,9.533764195130228,60.645324074074075
XRnmJjNMedA,1,1,[0.044305555555555556],happy,480,360,172800,1.3333333333333333,41.163159722222225,32.9238059253996,136.54919560185186,41.30355324074074,2.9580622761650486,106.76983795814041,4.810749611011212,41.163159722222225
N8oGrHfP0oA,1,1,[0.044814814814814814],neutral,480,360,172800,1.3333333333333333,74.65595486111111,49.44549520171963,89.22732638888888,35.11977430555555,1.9841290486787333,456.3221063173814,7.505624668545285,74.65595486111111
2mtw9hhIZdY,1,1,[0.06319444444444444],sad,480,360,172800,1.3333333333333333,61.71281828703704,48.52702027339562,105.78647569444445,42.53636574074074,2.4602161237984945,886.3179544560185,5.725477586284182,61.71281828703704
FkJIcNU3IvE,1,1,[0.04380208333333333],happy,480,360,172800,1.3333333333333333,48.38817708333333,50.27442789344927,87.54568287037037,39.76525462962963,2.770869433317117,559.9053009097167,7.520913203499654,48.38817708333333
f458cyzqgQo,1,1,[0.1319502314814815],surprise,480,360,172800,1.3333333333333333,50.84305555555556,44.006086849891346,115.19528356481482,18.05097800925926,2.6879560355409837,200.36440211196705,8.896887655628879,50.84305555555556
CKQsNE9_ssQ,0,0,,angry,480,360,172800,1.3333333333333333,82.77622106481482,67.0111141072013,60.203217592592594,15.797569444444445,1.8070998929849018,1653.6969827832634,9.89583907561825,82.77622106481482
6QAKjV3j1x4,1,1,[0.06319444444444444],angry,480,360,172800,1.3333333333333333,78.02029513888888,56.55534422776053,81.50569444444444,45.67804398148148,1.890562958665417,511.0356169316045,5.110759048764388,78.02029513888888
UMoy4B3rhAg,1,1,[0.06380208333333333],happy,480,360,172800,1.3333333333333333,58.22185763888889,37.6481218427176,99.52369791666666,20.764809027777776,2.3914317504794425,418.52708782066486,8.974359761218848,58.22185763888889
lTl8ptUwHrk,1,1,[0.044305555555555556],happy,480,360,172800,1.3333333333333333,53.2721875,47.7214343699784,87.67710069444445,22.395752314814814,2.5111230429717986,746.7747305201567,6.926419314282964,53.2721875
U6cushpOpL0,1,1,[0.06259259259259259],happy,480,360,172800,1.3333333333333333,49.76434027777778,43.277594247618794,111.18177662037037,58.342332175925925,2.6333663768078703,496.27299741391784,3.7562385582569124,49.76434027777778
8VqaXhrJ5Gg,1,1,[0.0904224537037037],neutral,480,360,172800,1.3333333333333333,46.67125578703704,36.45064542879497,91.38054976851852,36.333501157407404,2.695215604196795,402.438506851979,5.281059671092233,46.67125578703704
ClKPvD2Jv48,1,1,[0.06319444444444444],sad,480,360,172800,1.3333333333333333,68.08895833333334,43.56322083339937,83.73427083333333,55.14842013888889,2.2123640478756617,282.9712615655007,1.1867402647841272,68.08895833333334
Fgb3sojW71I,1,1,[0.044814814814814814],sad,480,360,172800,1.3333333333333333,78.02391782407408,68.87670678041185,64.78432291666667,32.96188657407407,1.8512857302723278,864.994408694722,6.480572786547741,78.02391782407408
MShL-QKJC2M,1,1,[0.03083912037037037],neutral,480,360,172800,1.3333333333333333,57.755509259259256,47.15660376680355,55.26593171296296,47.18377893518519,2.302627685773004,523.783748289475,3.2969976359955857,57.755509259259256
ZN4xw7Njo2k,1,1,[0.06319444444444444],sad,480,360,172800,1.3333333333333333,38.48228587962963,35.40402343698278,67.35790509259259,39.31219328703704,2.9393268904947534,264.3071027774763,3.004093340948883,38.48228587962963
3_Z5fXYnmS4,0,0,,sad,480,360,172800,1.3333333333333333,55.01888310185185,45.866887874730274,55.591886574074074,83.2041087962963,2.3851685412607875,393.55612255645036,4.958625820763726,55.01888310185185
FJPYb0LwUwg,1,1,[0.0904224537037037],happy,480,360,172800,1.3333333333333333,63.64731481481481,45.82781065315006,111.05856481481482,22.64717013888889,2.2515961426673083,536.3818597345465,9.820615838561375,63.64731481481481
OYmruZ3Zrs8,1,1,[0.06319444444444444],fear,480,360,172800,1.3333333333333333,79.94334490740741,56.886948144360595,78.03969907407408,43.73987268518518,1.8513698457295513,506.03326897180295,6.06437053893933,79.94334490740741
G-8bvuAJHCg,1,1,[0.06380208333333333],sad,480,360,172800,1.3333333333333333,74.62682870370371,54.37535762365514,82.28802083333333,45.03345486111111,1.9591397775292274,435.22813006335605,5.267733830405091,74.62682870370371
wgIke4qI0qA,1,1,[0.0904224537037037],angry,480,360,172800,1.3333333333333333,73.94037615740741,46.1055787946974,84.21454861111111,36.468778935185185,2.0221329468805234,339.29888986541783,7.188414411179814,73.94037615740741
CUixSnyxf1o,0,0,,happy,480,360,172800,1.3333333333333333,30.432418981481483,30.371610394739058,62.40732060185185,42.86340277777778,3.340189500483765,336.25321421347206,1.393206439313214,30.432418981481483
fEUoJSTYtyc,0,0,,happy,480,360,172800,1.3333333333333333,108.66548032407407,68.79055934619385,81.31495949074075,78.43344328703704,1.5182612341482293,3955.7906582939167,12.029956421107338,108.66548032407407
_BYU4GAP-ig,1,1,[0.06319444444444444],happy,480,360,172800,1.3333333333333333,35.513587962962966,33.9930347113373,85.42277199074074,33.6772337962963,3.082705680598426,340.79228551040455,3.8398779899998714,35.513587962962966
fm0t1nwIEVU,1,1,[0.06319444444444444],happy,480,360,172800,1.3333333333333333,68.1335474537037,56.60129678442554,76.89291087962962,15.179751157407408,2.1126868350938968,421.63198481220934,9.232158036034091,68.1335474537037
dFUQUPy2msA,0,0,,happy,480,360,172800,1.3333333333333333,42.76832175925926,33.20695695692139,111.95684027777777,50.683113425925924,2.887002905674802,391.1223759025835,3.0423595389979345,42.76832175925926
vD22aVSlbS4,1,1,[0.06380208333333333],sad,480,360,172800,1.3333333333333333,77.07967013888889,49.6863391453415,72.77829861111111,38.213119212962965,1.8990062337680385,389.17788768563383,5.603738442912654,77.07967013888889
6LLtpmua8fE,1,1,[0.06380208333333333],happy,480,360,172800,1.3333333333333333,58.923987268518516,61.89739682042145,52.75814236111111,24.59164351851852,2.266347290166661,341.23543981468083,3.7776557652131495,58.923987268518516
pi5P27wpjsQ,1,5,"[0.10135416666666666, 0.03083912037037037, 0.03083912037037037, 0.03083912037037037, 0.13020833333333334]",happy,480,360,172800,1.3333333333333333,60.47561921296296,59.8001570690659,3.268917824074074,2.813917824074074,2.0893516309630327,758.9373773991757,0.34282526148049564,60.47561921296296
cC7QluHDjvk,1,1,[0.06380208333333333],happy,480,360,172800,1.3333333333333333,69.40019097222222,49.45438312999847,87.5262962962963,37.44444444444444,2.082330016265757,410.9139748477887,6.427712394486574,69.40019097222222
RumoGMtqQKY,1,1,[0.04380208333333333],sad,480,360,172800,1.3333333333333333,59.59866898148148,51.100783083702204,28.041666666666668,16.26587962962963,2.1990976569939398,1158.919813631151,2.0803632905948244,59.59866898148148
VfeHSgBGSOo,1,1,[0.044305555555555556],angry,480,360,172800,1.3333333333333333,78.35688078703704,52.380504182586236,84.6968287037037,35.23853587962963,1.9151311512093683,587.8383274591893,7.405813828322413,78.35688078703704
87j-EmpQWos,1,1,[0.06380208333333333],sad,480,360,172800,1.3333333333333333,65.38059606481481,61.49477204583436,85.63166666666666,38.60274305555556,2.2060776794752037,378.65273134430737,7.730075994640654,65.38059606481481
